ingredient_name	occurrence_count	chebi_id	cas_rn	kg_microbe_node_id	mim_id	culturemech_term_id	mapping_status	synonyms	example_media
NZ amine	1						UNMAPPED		CultureMech:009401
Oatmeal (powder, Quaker White Oats)	1						UNMAPPED		CultureMech:008062
Na2MoO4 x2H2O (1 mg/ml)	1						UNMAPPED		CultureMech:009237
MnCl2 x4H2O (10 mg/ml)	1						UNMAPPED		CultureMech:009237
ZnSO4 x7H2O (10 mg/ml)	1						UNMAPPED		CultureMech:009237
CuCl2 x2H2O (10 mg/ml)	1						UNMAPPED		CultureMech:009237
CoSO4 x7H2O (1 mg/ml)	1						UNMAPPED		CultureMech:009237
Na2B4O7 x 10 H2O (25 mg/ml)	1						UNMAPPED		CultureMech:009237
VOSO4 x5H2O (1 mg/ml)	1						UNMAPPED		CultureMech:009237
Distilled H2O	1						UNMAPPED		CultureMech:009237
Na2Sx6H2O	1						UNMAPPED		CultureMech:009237
LiCl/Na2WO4/NaSeO3/Ni(NH4)2(SO4) (1 mg/ml each)	1						UNMAPPED		CultureMech:009237
NaSeO3	1						UNMAPPED		CultureMech:009237
Ni(NH4)2(SO4)	1						UNMAPPED		CultureMech:009237
Yeast Extract(Difco)	1		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:009569
Peptone(Difco)	1						UNMAPPED		CultureMech:009569
L-Ornithine HCl	1						UNMAPPED		CultureMech:000962
Thiamin pyrophosphate	1	CHEBI:45931	136-09-4		CHEBI:45931	CHEBI:45931	MAPPED	2-{3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl}ethyl dihydrogen diphosphate|thiamine(1+) diphosphate(1-)	CultureMech:000962
Coenzym A	1	CHEBI:15346	85-61-0	CHEBI:15346	CHEBI:15346	CHEBI:15346	MAPPED	(sodium salt)|3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}|3'-phosphoadenosine-(5')diphospho(4')pantatheine|CoA-SH|CoASH|Coenzym A|HSCoA|Koenzym A|[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]methyl (3R)-3-hydroxy-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)-2,2-dimethyl-4-oxobutyl dihydrogen diphosphate	CultureMech:000962
Flavin adenine dinucleotide	1	CHEBI:24040	146-14-5		CHEBI:24040	CHEBI:24040	MAPPED		CultureMech:000962
ß-nicotinamide adenine dinucleotide	1	CHEBI:15846	53-84-9		CHEBI:15846		MAPPED	NAD(+)|NAD+|Nicotinamide adenine dinucleotide|adenosine 5'-{3-[1-(3-carbamoylpyridinio)-1,4-anhydro-D-ribitol-5-yl] dihydrogen diphosphate}|ß-NAD|ß-nicotinamide adenine dinucleotide	CultureMech:000962
N-acetylmuramic acid	1	CHEBI:47965	10597-89-4		CHEBI:47965	CHEBI:47965	MAPPED	2-(acetylamino)-3-O-[(1R)-1-carboxyethyl]-2-deoxy-D-glucose|2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-D-glucose|acetylmuramic acid	CultureMech:000962
D-glucuronic acid	1	CHEBI:4178	6556-12-3		CHEBI:4178	CHEBI:4178	MAPPED	(sodium salt)|D-Glucuronsaeure|D-Glukuronsaeure	CultureMech:000962
Formic acid	1	CHEBI:30751	64-18-6		CHEBI:30751	CHEBI:30751	MAPPED	(sodium salt)|Acide formique|Ameisensaeure|H-COOH|HCO2H|HCOOH|Methanoic acid|aminic acid|bilorin|formylic acid|hydrogen carboxylic acid|methoic acid	CultureMech:000962
D	1	CHEBI:29958	138-86-3		CHEBI:29958	CHEBI:29958	MAPPED	(L-lactic acid, sodium salt)|-Asp-|L-aspartic acid residue|L-aspartic residue|L-aspartyl	CultureMech:000962
N-(2-acetamido)-2-aminoethanesulfonic acid	1	CHEBI:39060	7365-82-4		CHEBI:39060	CHEBI:39060	MAPPED	2-[(2-amino-2-oxoethyl)amino]ethanesulfonic acid|N-(carbamoylmethyl)taurine	CultureMech:000962
DL-carnitine	1	CHEBI:17126	406-76-8		CHEBI:17126	CHEBI:17126	MAPPED	3-hydroxy-4-(trimethylammonio)butanoate|D,L-carnitine|carnitine	CultureMech:000962
Putrescine 2 HCl	1		333-93-7		cas:333-93-7		MAPPED	1,4-Diaminobutane dihydrochloride|Putrescine|Putrescine 2 HCl|butane-1,4-diamine;dihydrochloride	CultureMech:000962
D-Trehalose	1	CHEBI:27082	52613-20-4		CHEBI:27082	CHEBI:27082	MAPPED	D(+)-Trehalose|D-Trehalose	CultureMech:000962
Asialofetuin	1				mesh:C017029		MAPPED		CultureMech:000962
Folinic acid	1	CHEBI:15640	58-05-9		CHEBI:15640		MAPPED	(calcium salt)|5-formyltetrahydrofolic acid|N-[4-({[2-amino-5-formyl-4-oxo-3,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)benzoyl]-L-glutamic acid	CultureMech:000962
MnCl3 . 4H2O	1						UNMAPPED		CultureMech:009212
Na2SeO4 . 6H2O	1						UNMAPPED		CultureMech:009212
AlCl3 . 6H2O	1	CHEBI:30115	7784-13-6	CHEBI:30115	CHEBI:30115	CHEBI:30115	MAPPED	AlCl3 . 6H2O|AlCl3.6H2O|AlCl3·6H2O|AlCl3・6H2O|aluminium chloride hexahydrate|aluminium chloride--water (1/6)|aluminium trichloride hexahydrate|aluminium(III) chloride hexahydrate|aluminum chloride hexahydrate|aluminum trichloride hexahydrate	CultureMech:009212
Ammonium oxalate	1	CHEBI:91241	1113-38-8		CHEBI:91241	CHEBI:91241	MAPPED	Diammonium oxalate|Ethanedioic acid diammonium salt|Oxalic acid, diammonium salt|ammonium oxalate|bisammonium ethanedioate	CultureMech:001290
Seawater (autoclaved)	1						UNMAPPED		CultureMech:008849
HEPES-NaOH (pH 7.5)	1						UNMAPPED		CultureMech:008849
Trace metals 'Gaffron­+Se'	1						UNMAPPED		CultureMech:008849
Na-PO4 (pH 7.5)	1						UNMAPPED		CultureMech:008849
Na2-EDTA/FeCl3	1						UNMAPPED		CultureMech:008849
Hepes	1	CHEBI:46756	7365-45-9	CHEBI:46756	CHEBI:46756	CHEBI:46756	MAPPED	4-(2-Hydroxyethyl)-1-piperazineethane sulfonic acid|4-2-hydroxyethyl-1-piperazineethanesulfonic acid|HEPES buffer|HEPES buffer(CAS: 7365-45-9)|HEPES buffer(Sigma H-3375)	CultureMech:008849
KAI(SO4)2.12H2O	1						UNMAPPED		CultureMech:008849
VSO5.5H2O	1						UNMAPPED		CultureMech:008849
Cr(NO3)3.9H2O	1						UNMAPPED		CultureMech:008849
SeO2	1						UNMAPPED		CultureMech:008849
Cd(NO3).4H2O	1						UNMAPPED		CultureMech:008849
50mM NaH2PO4	1						UNMAPPED		CultureMech:008849
50mM Na2HPO4	1						UNMAPPED		CultureMech:008849
Polypropylene glycol 4000 (PEG 4000)	1						UNMAPPED		CultureMech:008681
Na-gallate	1	CHEBI:115197	2053-21-6		CHEBI:115197	CHEBI:115197	MAPPED	sodium 3,4,5-trihydroxybenzoate|sodium gallate	CultureMech:001419
2-Furoic acid	1	CHEBI:30845	88-14-2		CHEBI:30845	CHEBI:30845	MAPPED	2-Furancarboxylic acid|2-carboxyfuran|2-furanoic acid|Furan-2-carbonsaeure|Pyromucic acid|acide 2-furoique|acido 2-furoico|alpha-furancarboxylic acid|alpha-furoic acid|furan-2-carboxylic acid	CultureMech:001417
Polyethylene glycol (Mw 106-20000)	1						UNMAPPED		CultureMech:008360
Reducing Agent	1						UNMAPPED		CultureMech:009267
Fe(SO4)2(NH4)2 . 6H2O	1						UNMAPPED		CultureMech:009267
Fe(SO4)·7H2O	1						UNMAPPED		CultureMech:009617
2 g/L Resazurin	1						UNMAPPED		CultureMech:009617
CoCI2.6H2O	1						UNMAPPED		CultureMech:008863
NiCI2.6H2O	1						UNMAPPED		CultureMech:008863
ZnCI2	1						UNMAPPED		CultureMech:008863
Ethylenediamine-tetraacetate-di-Na-salt	1						UNMAPPED		CultureMech:008863
Dithionite	1	CHEBI:42160	14844-07-6		CHEBI:42160	CHEBI:42160	MAPPED	2,3-dioxido-1,4-dioxy-2,3-disulfy-[4]catenate(2-)|Dithionit|bis(dioxidosulfate)(S--S)(2-)|dithionite(2-)	CultureMech:002884
Resazurin (0.02%)	1						UNMAPPED		CultureMech:009311
Na2S . 9H2O (2.5%)	1						UNMAPPED		CultureMech:009311
MgSO4 . 2H2O	1						UNMAPPED		CultureMech:009311
Trace mineral	1						UNMAPPED		CultureMech:009311
Phosphate buffer (1 M, pH 7.2)	1						UNMAPPED		CultureMech:009311
NiSO4 . 6H2O	1	CHEBI:53001	10101-97-0		CHEBI:53001	CHEBI:53001	MAPPED	NiSO4 . 6H2O|NiSO4 x 6 H2O|NiSO4·6H2O|NiSO4・6H2O|NiSO4・7H2O|nickel sulfate|nickel(2+) sulfate	CultureMech:009311
Na2MoO3	1						UNMAPPED		CultureMech:009311
Pyridoxine . HCl	1						UNMAPPED		CultureMech:009311
1M KH2PO4	1						UNMAPPED		CultureMech:009311
1M Na2HPO4	1						UNMAPPED		CultureMech:009311
Tricalcium phosphate	1	CHEBI:9679	7758-87-4		CHEBI:9679		MAPPED	tricalcium bis(phosphate)	CultureMech:009662
3,4-Dihydroxyphenylacetate	1						UNMAPPED		CultureMech:007431
3-Hydroxypropanal	1						UNMAPPED		CultureMech:007310
4-Hydroxyphenylacetate	1	CHEBI:18101	156-38-7	CHEBI:18101	CHEBI:18101	CHEBI:18101	MAPPED	(4-hydroxyphenyl)acetic acid|(5S,6R)-5-hydroxy-6-methyl-3-[(2S,3S)-3-methyloxiran-2-yl]-5,6-dihydro-2H-pyran-2-one|(p-hydroxyphenyl)acetic acid|4-Hydroxyphenylacetate|4-hydroxyphenylacetic acid|aspyrone	CultureMech:007430
GDP	1						UNMAPPED		CultureMech:007432
Disrilled water	1						UNMAPPED		CultureMech:008509
Peptonized Milk (Oxoid)	1						UNMAPPED		CultureMech:008348
Potato Extract	1						UNMAPPED		CultureMech:009043
yeast extract (BD Difco)	1		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:009385
boiled potato	1						UNMAPPED		CultureMech:009385
thioglycolate medium (Wako)	1						UNMAPPED		CultureMech:009385
meat extract (Wako Pure Chemical Industries, Osaka, Japan)	1						UNMAPPED		CultureMech:009385
Polypropylene glycol 2000 (PPG 2000)	1						UNMAPPED		CultureMech:008679
PPLO Broth Base w/o CV (Mycoplasma Broth Base) (BD 211458)	1						UNMAPPED		CultureMech:009049
Horse Serum (not inactivated)	1						UNMAPPED		CultureMech:008814
PPLO Broth w/o CV	1						UNMAPPED		CultureMech:008814
Fresh Baker’s Yeast Extract	1						UNMAPPED		CultureMech:008814
PPLO (pleuropneumonia-like organism) medium	1						UNMAPPED		CultureMech:009512
glutamic acid	1	CHEBI:18237	56-86-0	CHEBI:18237	CHEBI:18237	CHEBI:18237	MAPPED	2-aminopentanedioic acid|DL-Glutamic acid|DL-Glutaminic acid|Glutaminic acid|Glutaminsaeure	CultureMech:009402
Pyroroquinoline quinone (PQQ)	1						UNMAPPED		CultureMech:008674
0.025% Resazurin, aqueous	1						UNMAPPED		CultureMech:009274
R2A (Difco)	1						UNMAPPED		CultureMech:009495
CaCl2 (100 mM)	1						UNMAPPED		CultureMech:008478
Glucosev	1						UNMAPPED		CultureMech:009696
Skim milk powder	1						UNMAPPED		CultureMech:009426
Reinforced Clostridial medium (Oxoid CM149)	1						UNMAPPED		CultureMech:009180
Reinforced clostridial medium (Oxoid)	1						UNMAPPED		CultureMech:009353
VOSO4·2 H2O	1	CHEBI:87009			CHEBI:87009	CHEBI:87009	MAPPED	VOSO4 . 2H2O|VOSO4 · 2 H2O|VOSO4.2H2O|VOSO4·2 H2O|VOSO4·2H2O|oxovanadium(2+) sulfate--water (1/2)|vanadic sulfate dihydrate|vanadium oxide sulfate dihydrate|vanadium oxysulfate dihydrate|vanadium(IV) oxide sulfate dihydrate|vanadyl sulfate dihydrate	CultureMech:008895
Rumen Fluid	1				UNMAPPED_0510		UNMAPPED		CultureMech:009192
CysteineHCl	1						UNMAPPED		CultureMech:009192
Rhamnose	1						UNMAPPED		CultureMech:008068
Cu(NO3)2 x 3 H2O	1	CHEBI:78036	10031-43-3		CHEBI:78036	CHEBI:78036	MAPPED	copper(2+) dinitrate|copper(II) nitrate|copper(II) nitrate (anhydrous)	CultureMech:001141
Na-L-malate	1	CHEBI:91261	138-09-0	CHEBI:91261	CHEBI:91261	CHEBI:91261	MAPPED	(S)-disodium malate|DL-Na-malate|DL-Sodium malate|Disodium L-malate|Na malate|Na-DL-malate|Na-L-malate|Na-malate|Na2-DL-malate|Sodium DL-malate|Sodium L-malate|Sodium Malate And|disodium (-)-malate|disodium (2S)-2-hydroxybutanedioate|disodium (S)-malate|l-Apfelsaure als natrium salz|l-Malic acid, sodium salt	CultureMech:001764
Titriplex1	1				UNMAPPED_0542		UNMAPPED		CultureMech:001218
Robertson cooked meat medium	1						UNMAPPED		CultureMech:009341
Ca(NO3)2 x 6 H2O	1						UNMAPPED		CultureMech:002310
fetal bovine serum	1				NCIT:C113696		MAPPED	FBS	CultureMech:009482
RPMI medium (Invitrogen, Carlsbad, CA)	1						UNMAPPED		CultureMech:009482
Peptic Pepton (USB)	1						UNMAPPED		CultureMech:007960
Lab-Lemco Broth (OXOID)	1						UNMAPPED		CultureMech:007960
Rye-bran	1						UNMAPPED		CultureMech:003075
Trypsin	1						UNMAPPED		CultureMech:003075
S6 medium	1				UNMAPPED_0512		UNMAPPED		CultureMech:003267
NaCI	1						UNMAPPED		CultureMech:009071
thiamine-HCl	1	CHEBI:49105	67-03-8	CHEBI:49105	CHEBI:49105	CHEBI:49105	MAPPED	3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium chloride hydrochloride|3-[(4-azaniumyl-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium dichloride|Thiamin HCl|Thiamin-HCl|Thiamine Dihydrochloride|Thiamine HCl (B ) -|Thiamine HCl (Vitamin B )|Thiamine HCl (Vitamin B1)|Thiamine hydrochloride|Thiamine-HCl|Thiamine HCl|Thiamine·HCl|Thiamine・HCl|thiamin dichloride|thiamin hydrochloride|thiamine chloride hydrochloride|thiamine dichloride|thiamine hydrochloride|thiamine(2+) dichloride|thiaminium chloride hydrochloride	CultureMech:009071
pyridoxine-HCl	1	CHEBI:30961	58-56-0	CHEBI:30961	CHEBI:30961	CHEBI:30961	MAPPED	2-methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine hydrochloride|3-hydroxy-4,5-dimethylol-alpha-picoline hydrochloride|4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride|5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride|Pyridoxine HCl|Pyridoxine-HCl|Pyridoxine·HCl|Pyridoxine・HCl|pyridoxol hydrochloride	CultureMech:009071
niacin	1	CHEBI:15940	59-67-6	CHEBI:15940	CHEBI:15940	CHEBI:15940	MAPPED	3-Pyridylcarboxylic acid|3-carboxylpyridine|3-carboxypyridine|3-pyridinecarboxylic acid|Niacin|Niacor|Niaspan|Nicotinate|Nicotinic acid (PP)|Nicotinsaure|Nikotinsaeure|P.P. factor|PP factor|acide nicotinique|acido nicotinico|acidum nicotinicum|anti-pellagra vitamin|beta-pyridinecarboxylic acid|m-pyridinecarboxylic acid|pellagra preventive factor|pyridine-3-carboxylic acid	CultureMech:009071
(NH4)MgPO4	1						UNMAPPED		CultureMech:000307
Sodium monobasic phosphate	1						UNMAPPED		CultureMech:009654
Seawater (3 % salinity)	1						UNMAPPED		CultureMech:008460
Turban shell (sazae) meat cut	1						UNMAPPED		CultureMech:008460
CrystalSea Marine Mix (Marine Enterprises International, Inc.)	1						UNMAPPED		CultureMech:008902
0.2NKOH	1						UNMAPPED		CultureMech:009386
bromothymol blue	1	CHEBI:86155	76-59-5		CHEBI:86155	CHEBI:86155	MAPPED	3,3-bis[3-bromo-4-hydroxy-2-methyl-5-(propan-2-yl)phenyl]-2,1lambda(6)-benzoxathiole-1,1(3H)-dione|4,4'-(3H-2,1-Benzoxathiol-3-ylidene)bis(2-bromo-3-methyl-6-(1-methylethyl)phenol) S,S-dioxide|Bromthymol blue|bromothymol sulfone phthalein	CultureMech:009386
crystallized cane sugar	1						UNMAPPED		CultureMech:009386
CAPS buffer	1	CHEBI:191088	1135-40-6	CHEBI:191088	CHEBI:191088	CHEBI:191088	MAPPED	3-(cyclohexylamino)propane-1-sulonic acid|CAPS|Cyclohexylaminopropanesulfonic acid	CultureMech:001118
Ultrapure water	1						UNMAPPED		CultureMech:009681
sheep blood agar	1						UNMAPPED		CultureMech:009082
Dried shrimp	1						UNMAPPED		CultureMech:008208
Bovine horn meal	1				UNMAPPED_0344		UNMAPPED		CultureMech:001549
Skirrow's selective medium (Oxoid)	1						UNMAPPED		CultureMech:009467
sodium gluconate	1	CHEBI:84997	527-07-1	CHEBI:84997	CHEBI:84997	CHEBI:84997	MAPPED	D-Gluconic acid, monosodium salt|Gluconic acid sodium salt|Monosodium D-gluconate|Monosodium gluconate|Na gluconate|Na-gluconate|sodium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate	CultureMech:009649
PPLO Broth w/o CV (Mycoplasma Broth) (BD 255420)	1						UNMAPPED		CultureMech:008776
42% L-Arginine HCl	1						UNMAPPED		CultureMech:008776
Na2EDTA · 2H2O	1	CHEBI:64758	205-358-3		CHEBI:64758	CHEBI:64758	MAPPED	EDTA disodium dihydrate|EDTA disodium salt dihydrate|Na2EDTA . 2H2O|Na2EDTA · 2H2O|Na2EDTA.2H2O|Na2EDTA· 2H2O|Na2EDTA•2H2O|Na2EDTA•2H2O(Sigma ED255)|Na2H2EDTA.2H2O|disodium (ethylenedinitrilo)tetraacetate dihydrate|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate--water (1/2)|disodium EDTA dihydrate|disodium edetate dihydrate|ethylenediaminetetraacetic acid disodium salt dihydrate	CultureMech:009080
MnSO4 · 5H2O 1 )	1						UNMAPPED		CultureMech:009080
DNA	1	CHEBI:16991	9007-49-2	CHEBI:16991	CHEBI:16991	CHEBI:16991	MAPPED	(Deoxyribonucleotide)m|(Deoxyribonucleotide)n|(Deoxyribonucleotide)n+m|DNA|DNAn|DNAn+1|Desoxyribonukleinsaeure|deoxyribonucleic acid|deoxyribonucleic acids|desoxyribose nucleic acid|thymus nucleic acid	CultureMech:000510
De-ionized water	1						UNMAPPED		CultureMech:009489
Mycoplasma Broth Base	1						UNMAPPED		CultureMech:009489
Fetal bovine serum (heated 56°C- I hour)	1						UNMAPPED		CultureMech:009489
Phenol red (0.1% aqueous)	1						UNMAPPED		CultureMech:009489
Penicillin G (100,000 units/ml)	1						UNMAPPED		CultureMech:009489
Polymyxin B (100,000 units/ml) (optional)	1						UNMAPPED		CultureMech:009489
CMRL 1066 tissue culture supplement- (10x)(with glutamine)	1						UNMAPPED		CultureMech:009489
PPLO Broth w/o  Crystal Violet (Difco)	1						UNMAPPED		CultureMech:009147
TC Yeastolate (2% soln.) (BD 255772)	1						UNMAPPED		CultureMech:009147
Mycoplasma Growth Supplement (CMRL 1066)(10X)	1						UNMAPPED		CultureMech:009147
CMRL-1066 (ATCC 20-2206)	1						UNMAPPED		CultureMech:009147
Bakers’ yeast (live, pressed, starch-free)	1						UNMAPPED		CultureMech:009147
MnSO4 . 5H2O	1	CHEBI:131524	13465-27-5		CHEBI:131524	CHEBI:131524	MAPPED	MnSO4 . 5H2O|MnSO4.5H2O|MnSO4·5H2O|MnSO4・5H2O|manganese(2+) sulfate pentahydrate|manganese(2+) sulfate--water (1/5)|manganese(2+) sulphate pentahydrate|manganese(II) sulfate pentahydrate|manganese(II) sulphate pentahydrate	CultureMech:008795
Na2EDTA . 2H2O	1	CHEBI:64758	205-358-3		CHEBI:64758	CHEBI:64758	MAPPED	EDTA disodium dihydrate|EDTA disodium salt dihydrate|Na2EDTA . 2H2O|Na2EDTA · 2H2O|Na2EDTA.2H2O|Na2EDTA· 2H2O|Na2EDTA•2H2O|Na2EDTA•2H2O(Sigma ED255)|Na2H2EDTA.2H2O|disodium (ethylenedinitrilo)tetraacetate dihydrate|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate--water (1/2)|disodium EDTA dihydrate|disodium edetate dihydrate|ethylenediaminetetraacetic acid disodium salt dihydrate	CultureMech:008795
Reducing agent (100×)	1						UNMAPPED		CultureMech:009621
Fe(SO4)2(NH4Cl)2⋅6H2O	1						UNMAPPED		CultureMech:009621
Pyridoxine-hydrochloride	1	CHEBI:30961	58-56-0	CHEBI:30961	CHEBI:30961	CHEBI:30961	MAPPED	2-methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine hydrochloride|3-hydroxy-4,5-dimethylol-alpha-picoline hydrochloride|4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride|5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride|Pyridoxine HCl|Pyridoxine-HCl|Pyridoxine·HCl|Pyridoxine・HCl|pyridoxol hydrochloride	CultureMech:009621
Sterile human urine	1						UNMAPPED		CultureMech:009456
Marine Broth 2216 (BD 279110)	1						UNMAPPED		CultureMech:008842
Agarose (Electrophoresis grade,  if needed)	1						UNMAPPED		CultureMech:008622
FeCl2·2H2O	1						UNMAPPED		CultureMech:008622
FeCl2·6H2O	1	CHEBI:30812	7758-94-3	CHEBI:30812	CHEBI:30812	CHEBI:30812	MAPPED	FeCl2 x 6 H2O|FeCl2·6H2O|FeCl2⋅6H2O|iron dichloride|iron(2+) chloride|iron(II) chloride	CultureMech:008622
1 N H2SO4	1						UNMAPPED		CultureMech:009226
powdered sulfur	1						UNMAPPED		CultureMech:008908
sulfide ore	1						UNMAPPED		CultureMech:008908
Tropic Marine salt	1						UNMAPPED		CultureMech:001183
Diuron	1						UNMAPPED		CultureMech:007292
Streptomycin	1						UNMAPPED		CultureMech:007292
Spectinomycin	1						UNMAPPED		CultureMech:007292
Mycobactin J	1						UNMAPPED		CultureMech:008987
Cysteine.HCl	1						UNMAPPED		CultureMech:009126
alpha-ketoglutamate	1	CHEBI:30915	328-50-7		CHEBI:30915		MAPPED	2-Ketoglutaric acid|2-oxoglutaric acid|2-oxopentanedioic acid|Oxoglutaric acid|a-Ketoglutaric acid|alpha-ketoglutamate	CultureMech:001114
Bactp-Yeast Nitrogen Base w/o Amino Acids	1						UNMAPPED		CultureMech:008682
L-Sorbose	1						UNMAPPED		CultureMech:007214
FeSO4 . 7H2O (2%, w/v, in N HCl)	1						UNMAPPED		CultureMech:008823
Ammonium molybdate	1	CHEBI:91249	13106-76-8	CHEBI:91249	CHEBI:91249	CHEBI:91249	MAPPED	(NH4)2MoO4|(NH4)6Mo7O24|(NH4)6Mo7O24 x 4 H2O|Ammonium Molybdate|Ammonium heptamolybdate tetrahydrate|Ammonium molybdate(VI)|Molybdic acid ammonium salt tetrahydrate|Molybdic acid, diammonium salt|ammonium molybdate|ammonium orthomolybdate|bisammonium dioxido(dioxo)molybdenum|diammonium tetraoxomolybdate	CultureMech:008823
NiCl3 . 6H2O	1						UNMAPPED		CultureMech:009163
Anaerobic digestor sludge supernatant (SS)	1						UNMAPPED		CultureMech:009163
1M HCl	1						UNMAPPED		CultureMech:009163
Iron metal	1	CHEBI:82664	7439-89-6		CHEBI:82664	CHEBI:82664	MAPPED	Fe(0)|Fen|Iron metal|iron dust|iron(0)	CultureMech:002484
Heptadecane	1	CHEBI:16148	629-78-7	CHEBI:16148	CHEBI:16148	CHEBI:16148	MAPPED	CH3-[CH2]15-CH3|Heptadekan|n-heptadecane	CultureMech:001721
Na2MoO7 x 2 H2O	1	CHEBI:75213	10102-40-6	CHEBI:75213	CHEBI:75213		MAPPED	Disodium molybdate dihydrate|Molybdic acid, disodium salt, dihydrate|Na2 MoO4 x 2 H2O|Na2Mo4 x 2 H2O|Na2MoO4*2 H2O|Na2MoO4*2H2O|Na2MoO4-2H2O|Na2MoO4.2H2O|Na2MoO7 x 2 H2O|Na2MoO7O4 x 2 H2O|Na2MoSO4|Na2MoSO4 x 2 H2O|NaMoO4|NaMoO4 x 2 H2O|Sodium Molybdate Dihydrate|Sodium molybdate(VI) dihydrate|sodium dioxido(dioxo)molybdenum--water (1/2)|sodium molybdate dihydrate|sodium orthomolybdate dihydrate	CultureMech:002558
sulfur powder	1	CHEBI:33403	7783-06-4		CHEBI:33403	CHEBI:33403	MAPPED	Elemental sulphur|Sulfur powder|elemental sulfur	CultureMech:009546
Fig	1				NCIT:C71971		MAPPED		CultureMech:001362
Lemon	1				NCIT:C72005		MAPPED		CultureMech:001362
Todd–Hewitt broth (Oxoid)	1						UNMAPPED		CultureMech:009432
